burst_name,delta,sigma,alpha,beta,rho,n_target,gamma,P_block_arrival,E_W,Cost,ERP,E_N,lambda_eff,E_B,E_S,E_I,E_off,N_states
strong,0.9,0.01,10.0,0.005,0.7,7,5.0,0.2270203251437406,1.8417266366845155,4.731194728509546,8.713567354837396,99.65320797589467,54.10857723993764,10.821715447987515,0.007289483141657453,2.9243818576502347,6.246613211220592,92862
strong,0.9,0.01,10.0,0.005,0.7,9,5.0,0.22700467366560884,1.8415980064565667,4.731618388227401,8.713738991072816,99.6482656384351,54.10967284340686,10.821934568681366,0.007290888652688317,2.9258923381516064,6.244882204514339,92862
strong,0.9,0.01,10.0,0.005,0.7,10,5.0,0.22699546399956905,1.8415247098967895,4.731927370499902,8.713961178212509,99.64548677349578,54.11031752002965,10.822063504005936,0.007291980910699097,2.927045300640753,6.243599214442613,92862
strong,0.9,0.01,10.0,0.005,0.7,11,5.0,0.22698534289230732,1.8414459669426768,4.732311896301837,8.714296655759869,99.64253059029663,54.11102599753797,10.822205199507588,0.007293378253327091,2.9285113615763634,6.241990060662722,92862
strong,0.9,0.01,10.0,0.005,0.7,13,5.0,0.22696207573136162,1.8412712012898678,4.73334184861683,8.715366031718315,99.63607272225096,54.11265469880417,10.822530939760831,0.00729722650183734,2.9325276817268353,6.237644152010496,92862
strong,0.9,0.01,10.0,0.005,0.7,14,5.0,0.22694870074973983,1.8411741640390182,4.734006078215199,8.7161296836135,99.63254557594527,54.11359094751769,10.822718189503526,0.007299751940859724,2.935155826510892,6.234826232044723,92862
strong,0.9,0.01,10.0,0.005,0.7,16,5.0,0.2269177301957903,1.8409574712566603,4.735687125348794,8.71819859494484,99.62481063444724,54.11575888629416,10.823151777258825,0.0073062179341534285,2.941874250031644,6.227667754775377,92862
strong,0.9,0.01,10.0,0.005,0.7,17,5.0,0.2268997837301101,1.840836303979406,4.736729065858155,8.71954282654615,99.6205661306751,54.11701513889178,10.823403027778346,0.007310256751795985,2.9460675441092286,6.223219171360631,92862
strong,0.9,0.01,10.0,0.005,0.7,19,5.0,0.22685799833029718,1.8405644270324486,4.739287676343229,8.722964306550619,99.61123657225323,54.11994011687868,10.82398802337573,0.007320225910997948,2.956417898010554,6.212273852702718,92862
strong,0.9,0.01,10.0,0.005,0.7,20,5.0,0.22683382031634947,1.8404126062961301,4.740834086175784,8.725090816556307,99.60613486961171,54.121632577855024,10.824326515571002,0.007326271026657152,2.9626986873007244,6.205648526101616,92862
