burst_name,delta,sigma,rho,n_target,gamma,P_block_arrival,E_W,Cost,ERP,E_N,lambda_eff,E_B,E_S,E_I,E_off,N_states
weak,0.3,1.0,0.1,10,1.0,5.995204332975845e-15,1.2000109530730354,2.403443577648466,2.884158618271202,12.000109530730281,9.99999999999994,1.9999999999999902,0.33788286153691377,6.757657230738431,10.904459907724664,92862
weak,0.3,1.0,0.16071428571428573,10,1.0,5.10702591327572e-15,1.1251837596484684,2.532929575948371,2.8500112231903887,18.083310422921723,16.07142857142849,3.214285714285704,0.27096826612933667,5.419365322587743,11.095380696997214,92862
weak,0.3,1.0,0.22142857142857142,10,1.0,9.847678228425139e-14,1.0973771353373254,2.7167069517222875,2.9812520922320016,24.29906513960981,22.14285714285496,4.4285714285709865,0.21516133550638475,4.303226710128541,11.053040525794087,92862
weak,0.3,1.0,0.28214285714285714,10,1.0,6.677391972687019e-11,1.0910644635724451,3.033444763819394,3.30968378401325,30.783604505881296,28.21428571240173,5.642857142480395,0.1865572504652652,3.73114500930761,10.43944059774673,92862
weak,0.3,1.0,0.34285714285714286,10,1.0,4.255410357423273e-09,1.0850058822601425,3.51476873527897,3.813544752561724,37.20020151918848,34.28571413981451,6.857142827962948,0.1916264316066289,3.8325286321346916,9.118702108295732,92862
weak,0.3,1.0,0.4035714285714286,10,1.0,6.482201686530686e-08,1.0758764732363042,4.054048600914738,4.361655511080722,43.41929771250993,40.35714024111146,8.071428048222337,0.20855304974146846,4.171060994832644,7.548957907203551,92862
weak,0.3,1.0,0.4642857142857143,10,1.0,5.019511790660403e-07,1.0687459263719337,4.588942923726485,4.904414056085992,49.62032167456259,46.42854812369526,9.285709624739026,0.2245826944593668,4.49165388918858,5.998053791613028,92862
weak,0.3,1.0,0.525,10,1.0,2.796385363823539e-06,1.0643060316429147,5.108065997229277,5.4365454508812,55.87591041023802,52.4998531897684,10.499970637953638,0.23738722533758028,4.747744506751443,4.514897629957339,92862
weak,0.3,1.0,0.5857142857142857,10,1.0,1.2928471884610104e-05,1.0629934903067628,5.5990283226805815,5.951730659052651,62.26024234919673,58.57067133236105,11.714134266472213,0.24443774038151153,4.88875480763036,3.1526731855159147,92862
weak,0.3,1.0,0.6464285714285714,10,1.0,5.505094367097563e-05,1.066433749212308,6.042747014410937,6.444189354119735,68.93352943788473,64.63929849256984,12.927859698513997,0.24185622086355898,4.837124417271148,1.993159663351297,92862
weak,0.3,1.0,0.7071428571428571,10,1.0,0.0002333639870986115,1.078581645631526,6.418934568123607,6.923345009687849,76.25333172022194,70.6977835466266,14.139556709325353,0.22561429956410234,4.512285991282116,1.1225429998284282,92862
weak,0.3,1.0,0.7678571428571428,10,1.0,0.000990919610463159,1.1071306842081412,6.720529956278604,7.44050492873604,84.92758051460356,76.70962581562515,15.341925163125138,0.19482888481112828,3.896577696222881,0.5666682558408525,92862
weak,0.3,1.0,0.8285714285714285,10,1.0,0.0038513791935239627,1.162355636182117,6.958343643253292,8.08806995222747,95.93854272061157,82.53802858110801,16.507605716221644,0.1538162926154546,3.076325852309164,0.262252138853738,92862
weak,0.3,1.0,0.8892857142857142,10,1.0,0.0121714589629206,1.2491276442837218,7.144970502369612,8.924980172101634,109.73109309537368,87.8461809707974,17.569236194159398,0.11033505834793783,2.206701166958815,0.11372758053384935,92862
weak,0.3,1.0,0.95,10,1.0,0.029656040390404037,1.3579863471636235,7.284689052355393,9.892508276430938,125.18281567423958,92.18267616291162,18.436535232582333,0.07220525961059794,1.4441051922118842,0.04715431559518479,92862
medium,0.6,0.1,0.1,10,1.0,1.7208456881689926e-14,1.2114179443529445,1.825983486658904,2.2120291618307517,12.114179443529224,9.999999999999817,2.0000000000000404,0.21973826076222233,4.394765215248633,13.385496523989104,92862
medium,0.6,0.1,0.16071428571428573,10,1.0,1.5494427962892132e-10,1.161270171579963,2.2258177555319665,2.5847757668723346,18.663270611786192,16.07142856893838,3.2142857137877594,0.20813517348734883,4.162703469751367,12.414875642973524,92862
medium,0.6,0.1,0.22142857142857142,10,1.0,3.238645052139333e-08,1.1385407797798122,2.8212867893046516,3.2121500610774008,25.21054502150144,22.142856425728578,4.428571285145776,0.23655770509785862,4.731154101959544,10.603716907796823,92862
medium,0.6,0.1,0.28214285714285714,10,1.0,9.71422127404864e-07,1.1205654378459986,3.472836404492381,3.8915404461675283,31.615922712503902,28.21425830630423,5.6428516612608695,0.2764543606843242,5.529087213687906,8.551606764366898,92862
medium,0.6,0.1,0.34285714285714286,10,1.0,1.0590716521763355e-05,1.1088753195399723,4.118142497361253,4.566506577672599,38.018179740199,34.28535117543351,6.857070235086608,0.31507838599724586,6.3015677199414215,6.526283658974724,92862
medium,0.6,0.1,0.4035714285714286,10,1.0,6.697703010938305e-05,1.105380355626097,4.73289249385823,5.231646388001096,44.60700507864274,40.35443985557075,8.070887971114107,0.34748166524388074,6.949633304875943,4.631997058766069,92862
