burst_name,delta,sigma,alpha,beta,rho,n_target,gamma,P_block_arrival,E_W,Cost,ERP,E_N,lambda_eff,E_B,E_S,E_I,E_off,N_states
strong,0.9,0.01,0.1,0.01,0.7,10,1.0,0.25648983155259564,1.9324096535190098,5.079317399418457,9.815321975923299,100.57363588981069,52.04571179131781,10.409142358263558,0.44291415788019417,4.429141578801753,4.7188019050544945,92862
strong,0.9,0.01,0.1,0.019306977288832496,0.7,10,1.0,0.26488368142336793,1.9611685344744798,4.788461769717847,9.390980551304624,100.91808952198362,51.458142300363754,10.291628460072754,0.5950601768745034,3.082099118740432,6.031212244312311,92862
strong,0.9,0.01,0.1,0.0372759372031494,0.7,10,1.0,0.271509482931373,1.9879536395520105,4.573809861738395,9.09252196126172,101.37437623499825,50.9943361948034,10.198867238960684,0.7534314069886514,2.021227267560173,7.0264740864904915,92862
strong,0.9,0.01,0.1,0.07196856730011521,0.7,10,1.0,0.27615914469228675,2.0127071949652664,4.445920845279451,8.94833687354001,101.9815788241343,50.668859871539446,10.133771974307896,0.9222430438030558,1.2814525540813142,7.662532427807735,92862
strong,0.9,0.01,0.1,0.13894954943731375,0.7,10,1.0,0.27924215639198446,2.036569079147343,4.3899576653236965,8.9404520399641,102.75111964914908,50.45304905256061,10.090609810512127,1.107290089970589,0.7969008136080146,8.005199285909269,92862
strong,0.9,0.01,0.1,0.2682695795279725,0.7,10,1.0,0.28125402545262657,2.060047952453744,4.3841305001745505,9.03151906017459,103.64558212404711,50.31221821831566,10.062443643663132,1.3060031847315758,0.48682492701166935,8.144728244593622,92862
strong,0.9,0.01,0.1,0.517947467923121,0.7,10,1.0,0.28256051988255637,2.08252636599214,4.408397302116315,9.180603613425843,104.58606433437788,50.22076360822057,10.0441527216441,1.5064248058664793,0.29084509514197493,8.158577377347445,92862
strong,0.9,0.01,0.1,1.0,0.7,10,1.0,0.28340001151205374,2.1025433392828434,4.445600210472995,9.347067111644403,105.46777729078354,50.16199919415576,10.032399838831143,1.6902206737945262,0.16902206737945244,8.108357419994878,92862
strong,0.9,0.01,0.1,1.9306977288832496,0.7,10,1.0,0.28392678311157227,2.118296098350756,4.48135451974715,9.492835794506913,106.17985710277516,50.125125182189464,10.025025036437896,1.837016345129579,0.09514779644932415,8.0428108219832,92862
strong,0.9,0.01,0.1,3.727593720314938,0.7,10,1.0,0.2842447817649737,2.1289244263314466,4.507376873476029,9.595864724624585,106.66521371623097,50.10286527645136,10.02057305529026,1.9365972651740577,0.051953013404325926,7.990876666131356,92862
strong,0.9,0.01,0.1,7.196856730011514,0.7,10,1.0,0.2844299251398811,2.1351806067965278,4.5229584749004275,9.657333220953392,106.95099426516757,50.08990524020785,10.017981048041564,1.9951700355316906,0.027722797748795235,7.9591261186779505,92862
strong,0.9,0.01,0.1,13.894954943731374,0.7,10,1.0,0.28453643952669716,2.1385691707198977,4.53130007301502,9.690498639430743,107.10478192411776,50.082449233130724,10.016489846626145,2.0267295477748486,0.014586082185816451,7.942194523413189,92862
strong,0.9,0.01,0.1,26.826957952797247,0.7,10,1.0,0.2845986505598711,2.1403516822637334,4.535586705958605,9.707750636151525,107.18473372375372,50.07809446080854,10.015618892161696,2.0431836823315654,0.007616158663708951,7.93358126684303,92862
strong,0.9,0.01,0.1,51.794746792312075,0.7,10,1.0,0.28463591349615724,2.1412889177054555,4.537779244949433,9.716696408204049,107.22608333886055,50.07548605526851,10.015097211053693,2.0517298274749822,0.003961270118187883,7.929211691353137,92862
strong,0.9,0.01,0.1,100.0,0.7,10,1.0,0.2846584516862296,2.141784449142649,4.538905436792236,9.721357080650634,107.24751828028307,50.07390838196345,10.014781676392687,2.0561837643467262,0.0020561837643466893,7.92697837549624,92862
strong,0.9,0.01,1.0,0.01,0.7,10,100.0,0.23156408847149823,1.8801778343402957,4.207754280794393,7.91132633110011,101.1357317576869,53.79051380699461,10.758102761398927,0.270680548385779,0.2710797204706766,8.700136969744618,92862
strong,0.9,0.01,1.0,0.019306977288832496,0.7,10,100.0,0.23163220704574405,1.885003110134115,4.202306525738033,7.9213608707530785,101.38629756119511,53.785745506797404,10.75714910135948,0.32014703579058534,0.16607587323949685,8.756627989610438,92862
strong,0.9,0.01,1.0,0.0372759372031494,0.7,10,100.0,0.231680636824091,1.8891115799744027,4.202510837247635,7.93901188761243,101.60087042659082,53.78235542231312,10.756471084462623,0.36254874691611066,0.09744206715720084,8.783538101464064,92862
