burst_name,delta,sigma,alpha,beta,rho,n_target,gamma,P_block_arrival,E_W,Cost,ERP,E_N,lambda_eff,E_B,E_S,E_I,E_off,N_states
strong,0.9,0.01,0.1,0.01,0.7,10,5.0,0.2737131871365315,1.998857112290794,4.5065915050745495,9.008032482107538,101.62204930186003,50.84007690044231,10.16801538008847,0.8256116551775117,1.6543770606381842,7.351995904095835,92862
strong,0.9,0.01,0.1,0.019306977288832496,0.7,10,5.0,0.2775961372819732,2.023066257329901,4.413355233727404,8.92851005496423,102.30296151807258,50.5682703902614,10.113654078052294,1.001263692131342,1.0389225069319308,7.846159722884433,92862
strong,0.9,0.01,0.1,0.0372759372031494,0.7,10,5.0,0.28014646860127645,2.046764620789919,4.382442148368319,8.96982754193884,103.13595181523048,50.38974719791017,10.077949439582039,1.193376278368574,0.6412092173929814,8.087465064656406,92862
strong,0.9,0.01,0.1,0.07196856730011521,0.7,10,5.0,0.2818105567445709,2.069938751008816,4.3923173628042145,9.091827915997293,104.0625711411892,50.273261027879556,10.054652205575897,1.3948070990088448,0.3880953484513531,8.162445346963905,92862
strong,0.9,0.01,0.1,0.13894954943731375,0.7,10,5.0,0.2828911593788668,2.091557684959541,4.424346320995877,9.253775548601398,104.99121545874806,50.19761884347885,10.039523768695773,1.5904741471233739,0.22917754759204376,8.14082453658881,92862
strong,0.9,0.01,0.1,0.2682695795279725,0.7,10,5.0,0.2835825562730204,2.109892661665931,4.462413383422413,9.415213251002786,105.80947350463032,50.14922106088809,10.029844212177602,1.7600972916146946,0.13135085565980753,8.078707640547895,92862
strong,0.9,0.01,0.1,0.517947467923121,0.7,10,5.0,0.2840108074306714,2.123379134521603,4.494358555339279,9.54322717946608,106.42215584312675,50.11924347985252,10.023848695970504,1.8861249729885623,0.07290571876185399,8.017120612279081,92862
strong,0.9,0.01,0.1,1.0,0.7,10,5.0,0.2842651167913234,2.1318988610126746,4.515458069522889,9.626499915366338,106.8112067609722,50.10144182460689,10.020288364921374,1.9659284259226364,0.039365039369819804,7.974418169786171,92862
strong,0.9,0.01,0.1,1.9306977288832496,0.7,10,5.0,0.2844128195894352,2.1366985823056743,4.527352873404034,9.67358846619992,107.02958797295479,50.09110262873906,10.018220525747807,2.0107361541390185,0.02085989015455404,7.95018342995862,92862
strong,0.9,0.01,0.1,3.727593720314938,0.7,10,5.0,0.2845005999304776,2.1392605332268118,4.533562249252238,9.698470794752287,107.14477396813231,50.08495800486609,10.016991600973203,2.0344344122401656,0.0109362945027025,7.937637692283929,92862
