burst_name,delta,sigma,K,rho,n_target,gamma,P_block_arrival,E_W,Cost,ERP
weak,0.3,1.0,200,0.8892857142857142,10,1.0,0.0121714589629206,1.2491276442837218,7.144970502369612,8.924980172101634
weak,0.3,1.0,200,0.95,10,1.0,0.029656040390404037,1.3579863471636235,7.284689052355393,9.892508276430938
weak,0.3,1.0,500,0.1,10,1.0,4.107825191113079e-15,1.2000109530730965,2.403443577648547,2.884158618271446
weak,0.3,1.0,500,0.16071428571428573,10,1.0,1.1324274851176597e-14,1.1251837596485594,2.5329295759485624,2.850011223190835
weak,0.3,1.0,500,0.22142857142857142,10,1.0,8.659739592076221e-15,1.0973771353378547,2.716706951723399,2.9812520922346595
weak,0.3,1.0,500,0.28214285714285714,10,1.0,1.4876988529977098e-14,1.0910644638932498,3.0334447647940257,3.309683786049779
weak,0.3,1.0,500,0.34285714285714286,10,1.0,1.432187701766452e-14,1.085005901935961,3.5147688007281728,3.813544892730447
weak,0.3,1.0,500,0.4035714285714286,10,1.0,1.1213252548714081e-14,1.075876771622615,4.0540495381744455,4.361657729129275
weak,0.3,1.0,500,0.4642857142857143,10,1.0,5.329070518200751e-15,1.068748245824054,4.5889493841652875,4.904431604502024
weak,0.3,1.0,500,0.525,10,1.0,1.5432100042289676e-14,1.0643190987023134,5.108096648385457,5.4366448208939175
weak,0.3,1.0,500,0.5857142857142857,10,1.0,4.57300863843102e-13,1.06305537771492,5.599143545817423,5.952199656978998
weak,0.3,1.0,500,0.6464285714285714,10,1.0,1.6120438317557273e-11,1.0667097120496911,6.043124365202421,6.446259451485547
weak,0.3,1.0,500,0.7071428571428571,10,1.0,5.931996005514861e-10,1.0798567652704403,6.420104776371867,6.932793576510227
weak,0.3,1.0,500,0.7678571428571428,10,1.0,2.6310789214001318e-08,1.1134486544159854,6.724209083885782,7.487061556464369
weak,0.3,1.0,500,0.8285714285714285,10,1.0,1.4418118934322877e-06,1.194142939279852,6.9701203357955865,8.323319984921211
weak,0.3,1.0,500,0.8892857142857142,10,1.0,7.879293837764756e-05,1.3999858193289683,7.179535114839273,10.051247350149357
weak,0.3,1.0,500,0.95,10,1.0,0.0024307119234528995,1.9881531578586988,7.363120698559075,14.639011668534973
weak,0.3,1.0,1000,0.1,10,1.0,5.551115123125783e-15,1.2000109530730354,2.4034435776484626,2.8841586182711976
weak,0.3,1.0,1000,0.16071428571428573,10,1.0,1.1102230246251565e-14,1.1251837596486416,2.532929575948373,2.85001122319083
weak,0.3,1.0,1000,0.22142857142857142,10,1.0,5.88418203051333e-15,1.0973771353378179,2.7167069517231823,2.9812520922343215
weak,0.3,1.0,1000,0.28214285714285714,10,1.0,1.3322676295501878e-14,1.091064463893337,3.0334447647936296,3.3096837860496113
weak,0.3,1.0,1000,0.34285714285714286,10,1.0,1.3655743202889425e-14,1.0850059019359597,3.5147688007281506,3.8135448927304183
weak,0.3,1.0,1000,0.4035714285714286,10,1.0,3.186340080674199e-14,1.0758767716229898,4.054049538174451,4.361657729130801
weak,0.3,1.0,1000,0.4642857142857143,10,1.0,1.2989609388114332e-14,1.0687482458241748,4.588949384165283,4.904431604502574
weak,0.3,1.0,1000,0.525,10,1.0,1.1213252548714081e-14,1.0643190987025537,5.1080966483855,5.43664482089519
weak,0.3,1.0,1000,0.5857142857142857,10,1.0,1.4988010832439613e-14,1.063055377721798,5.5991435458199135,5.952199657020155
weak,0.3,1.0,1000,0.6464285714285714,10,1.0,5.10702591327572e-15,1.0667097123106823,6.043124365275191,6.446259453140374
weak,0.3,1.0,1000,0.7071428571428571,10,1.0,1.1102230246251565e-14,1.0798567760036577,6.420104778488379,6.932793647704138
weak,0.3,1.0,1000,0.7678571428571428,10,1.0,2.220446049250313e-15,1.1134492100280249,6.7242091618977025,7.487065379378204
weak,0.3,1.0,1000,0.8285714285714285,10,1.0,4.635625217019879e-12,1.194181385640448,6.970124267924313,8.323592656355968
weak,0.3,1.0,1000,0.8892857142857142,10,1.0,1.7290331166819328e-08,1.403104213640134,7.179750646712289,10.073938385287489
weak,0.3,1.0,1000,0.95,10,1.0,6.611299925984859e-05,2.187525528548175,7.3698410366476015,16.121715409008573
