burst_name,delta,sigma,alpha,beta,rho,n_target,gamma,P_block_arrival,E_W,Cost,ERP,E_N,lambda_eff,E_B,E_S,E_I,E_off,N_states
medium,0.6,0.1,0.1,0.01,0.7,10,1.0,0.07392455894088146,1.5412289263631986,6.281862863781704,9.681788757107125,99.91059804284139,64.82528087413857,12.965056174827712,0.5347020902213829,5.34702090221353,1.1532208327373752,92862
medium,0.6,0.1,0.1,0.019306977288832496,0.7,10,1.0,0.09170682310960532,1.6148337538768553,6.152118119273501,9.934647996840248,102.67197363210599,63.5805223823279,12.716104476465583,0.8877950318427382,4.5983118877765605,1.7977886039151185,92862
medium,0.6,0.1,0.1,0.0372759372031494,0.7,10,1.0,0.11565604002853425,1.7112618135146418,5.99951873630738,10.26674731290844,105.93408340980477,61.90407719800287,12.380815439600564,1.3703924889363812,3.6763461679524583,2.5724459035105967,92862
medium,0.6,0.1,0.1,0.07196856730011521,0.7,10,1.0,0.14280618268403,1.8230400013668722,5.856267766957901,10.6762103978797,109.38890325239709,60.003567212118156,12.000713442423633,1.9497739929776707,2.70920217828838,3.3403103863103167,92862
medium,0.6,0.1,0.1,0.13894954943731375,0.7,10,1.0,0.16865158552441117,1.9380228575399465,5.758946203791438,11.16096937829071,112.78205608833039,58.19438901329146,11.638877802658248,2.5689718749726342,1.8488522527606917,3.943298069608426,92862
medium,0.6,0.1,0.1,0.2682695795279725,0.7,10,1.0,0.1899994138784562,2.045176583139977,5.72396523028937,11.706519651695245,115.96159617458113,56.70004102850831,11.340008205701677,3.174188306728243,1.1832084399257443,4.302595047644336,92862
medium,0.6,0.1,0.1,0.517947467923121,0.7,10,1.0,0.20594055619880802,2.1374272442843476,5.741516951214339,12.272074755045933,118.80710021333654,55.584161066083674,11.11683221321674,3.7227245993722695,0.7187455929265917,4.441697594484398,92862
medium,0.6,0.1,0.1,1.0,0.7,10,1.0,0.21699246190624455,2.211075097296586,5.787793228693123,12.797245476265168,121.19019279322326,54.81052766656312,10.962105533312663,4.180924894334574,0.41809248943346017,4.438877082919303,92862
medium,0.6,0.1,0.1,1.9306977288832496,0.7,10,1.0,0.22418214354149057,2.265369832926533,5.840138424980465,13.23007340806582,123.02600575067893,54.307249952095894,10.861449990419178,4.5308546037848645,0.23467446695581962,4.3730209388401375,92862
medium,0.6,0.1,0.1,3.727593720314938,0.7,10,1.0,0.22860808107573238,2.3025701705551436,5.885551870914556,13.551896175222874,124.33288156256225,53.997434324698965,10.799486864939796,4.7775096453600225,0.12816605037515708,4.294837439325025,92862
